condition,id,baseline_car1,update_car1
Sign Top,3101,70218,92746
Sign Top,3102,76399,116321
Sign Top,3103,96025,143953
Sign Top,3104,142564,164058
Sign Top,3105,137558,162807
Sign Top,3106,14000,32998
Sign Bottom,3107,172042,198246
Sign Top,3108,138123,149865
Sign Top,3109,82302,110474
Sign Bottom,3110,41164,47724
Sign Top,3111,120219,158443
Sign Top,3112,54110,58407
Sign Top,3113,239,18306
Sign Bottom,3114,102319,105503
Sign Bottom,3115,26150,52335
Sign Bottom,3116,108171,110218
Sign Bottom,3117,53749,57216
Sign Bottom,3118,328396,343157
Sign Top,3119,76227,120943
Sign Top,3120,31000,77460
Sign Top,3121,22851,54454
Sign Bottom,3122,188358,199270
Sign Bottom,3123,102745,133898
Sign Bottom,3124,118483,120310
Sign Bottom,3125,214958,247692
Sign Bottom,3126,64263,85234
Sign Top,3127,130000,151363
Sign Bottom,3128,126481,142923
Sign Bottom,3129,87305,96962
Sign Top,3130,26,25502
Sign Top,3131,122132,139896
Sign Top,3132,90000,129224
Sign Top,3133,28872,75959
Sign Bottom,3134,25283,40911
Sign Bottom,3135,78630,109415
Sign Bottom,3136,38333,51538
Sign Top,3137,40000,47449
Sign Top,3138,96998,131502
Sign Top,3139,41637,79832
Sign Bottom,3140,102935,145788
Sign Top,3141,74251,111935
Sign Top,3142,32958,54846
Sign Top,3143,149349,189776
Sign Top,3144,200,21182
Sign Bottom,3145,269039,296268
Sign Bottom,3146,47222,68076
Sign Bottom,3147,113309,124591
Sign Bottom,3148,17492,52929
Sign Bottom,3149,47793,66314
Sign Top,3150,148352,182491
Sign Top,3151,69282,80538
Sign Bottom,3152,136775,173253
Sign Top,3153,29000,53004
Sign Bottom,3154,38817,76879
Sign Top,3155,105657,155324
Sign Bottom,3156,58180,80466
Sign Top,3157,4761,33188
Sign Bottom,3158,73651,82376
Sign Top,3159,9110,14383
Sign Top,3160,44743,73727
Sign Top,3161,70000,103802
Sign Bottom,3162,99525,149028
Sign Top,3163,18,25761
Sign Bottom,3164,28307,63566
Sign Top,3165,120231,143805
Sign Top,3166,9000,52048
Sign Bottom,3167,3882,48005
Sign Bottom,3168,46088,83456
Sign Bottom,3169,5502,51035
Sign Bottom,3170,49783,51899
Sign Bottom,3171,126411,130415
Sign Top,3172,50000,84553
Sign Bottom,3173,17000,32740
Sign Top,3174,29205,49304
Sign Top,3175,304,28616
Sign Top,3176,175838,221539
Sign Bottom,3177,100400,114293
Sign Bottom,3178,35228,50869
Sign Bottom,3179,107785,114454
Sign Bottom,3180,106011,153013
Sign Bottom,3181,450,50040
Sign Bottom,3182,2186,34262
Sign Top,3183,66637,84243
Sign Top,3184,88140,134616
Sign Top,3185,16475,60468
Sign Top,3186,79776,124361
Sign Bottom,3187,10773,37292
Sign Top,3188,75000,99832
Sign Bottom,3189,74710,84039
Sign Bottom,3190,18813,26760
Sign Top,3191,20608,51037
Sign Bottom,3192,164896,190480
Sign Bottom,3193,94696,134773
Sign Top,3194,90036,93626
Sign Top,3195,18000,22273
Sign Top,3196,8000,37725
Sign Bottom,3197,32490,72136
Sign Bottom,3198,70571,95485
Sign Bottom,3199,164718,176934
Sign Bottom,3200,6511,38955
Sign Bottom,3201,90992,137631
Sign Bottom,3202,67352,97500
Sign Top,3203,139626,180698
Sign Bottom,3204,213875,263199
Sign Bottom,3205,6046,25244
Sign Bottom,3206,58311,76219
Sign Bottom,3207,135165,136208
Sign Bottom,3208,48021,94670
Sign Bottom,3209,3247,3726
Sign Bottom,3210,131650,178147
Sign Bottom,3211,84569,93112
Sign Bottom,3212,62305,91642
Sign Top,3213,86153,129404
Sign Bottom,3214,81582,81999
Sign Top,3215,45093,48317
Sign Bottom,3216,37585,68220
Sign Top,3217,151136,160905
Sign Top,3218,79000,118120
Sign Top,3219,167006,194656
Sign Top,3220,150000,187040
Sign Top,3221,574,28140
Sign Bottom,3222,63663,64444
Sign Top,3223,1139,4436
Sign Bottom,3224,20732,67192
Sign Top,3225,17276,37300
Sign Top,3226,42834,70120
Sign Bottom,3227,64838,87567
Sign Top,3228,15000,34990
Sign Top,3229,62698,91948
Sign Top,3230,106714,155196
Sign Top,3231,54000,72895
Sign Top,3232,10,6886
Sign Bottom,3233,43365,85934
Sign Bottom,3234,67466,70301
Sign Top,3235,5000,13775
Sign Bottom,3236,5474,9427
Sign Top,3237,75000,105956
Sign Bottom,3238,85094,130237
Sign Bottom,3239,59674,75360
Sign Bottom,3240,95305,101839
Sign Bottom,3241,118490,155290
Sign Top,3242,126246,130491
Sign Top,3243,55238,94626
Sign Top,3244,70000,95507
Sign Top,3245,123000,131724
Sign Bottom,3246,95069,128391
Sign Top,3247,572,4936
Sign Bottom,3248,80879,92976
Sign Top,3249,97658,130616
Sign Bottom,3250,55839,87416
Sign Top,3251,54200,70532
Sign Bottom,3252,84075,95358
Sign Bottom,3253,85033,101183
Sign Bottom,3254,31490,58846
Sign Bottom,3255,11080,35892
Sign Bottom,3256,82674,129416
Sign Top,3257,39281,68524
Sign Bottom,3258,51362,82054
Sign Bottom,3259,131217,145930
Sign Bottom,3260,120570,148557
Sign Bottom,3261,3662,41244
Sign Top,3262,50326,86040
Sign Bottom,3263,4328,18919
Sign Top,3264,2700,21481
Sign Bottom,3265,80000,85633
Sign Bottom,3266,80063,84169
Sign Top,3267,20000,46035
Sign Bottom,3268,26170,47919
Sign Bottom,3269,43768,48411
Sign Bottom,3270,5473,29406
Sign Bottom,3271,6465,31164
Sign Top,3272,713,32443
Sign Bottom,3273,5627,51309
Sign Bottom,3274,2297,37674
Sign Bottom,3275,87102,115477
Sign Bottom,3276,121972,132043
Sign Top,3277,61000,109292
Sign Bottom,3278,52355,95023
Sign Top,3279,42688,81373
Sign Top,3280,530,31035
Sign Top,3281,31342,64547
Sign Top,3282,72680,113134
Sign Bottom,3283,18610,61668
Sign Bottom,3284,55691,75523
Sign Top,3285,176000,212925
Sign Bottom,3286,117486,128697
Sign Bottom,3287,74569,101006
Sign Top,3288,27204,68670
Sign Bottom,3289,56370,89282
Sign Top,3290,34500,40053
Sign Bottom,3291,93801,128396
Sign Bottom,3292,34128,66142
Sign Top,3293,28000,74684
Sign Top,3294,68000,109992
Sign Bottom,3295,151369,193651
Sign Top,3296,27995,50902
Sign Bottom,3297,91318,125468
Sign Bottom,3298,98050,115212
Sign Top,3299,60000,75279
Sign Top,3300,161890,175770
Sign Bottom,3301,54378,60474
Sign Bottom,3302,146000,156945
Sign Top,3303,9211,36113
Sign Top,3304,70332,80083
Sign Top,3305,144349,167932
Sign Top,3306,37670,68433
Sign Top,3307,39200,51315
Sign Bottom,3308,160000,171578
Sign Bottom,3309,1355,41401
Sign Bottom,3310,178650,194741
Sign Bottom,3311,78625,86353
Sign Top,3312,104875,137622
Sign Top,3313,16604,34275
Sign Bottom,3314,47081,95050
Sign Bottom,3315,65098,76295
Sign Bottom,3316,78414,86175
Sign Bottom,3317,100689,135338
Sign Bottom,3318,38475,83096
Sign Top,3319,57512,61281
Sign Bottom,3320,34798,53270
Sign Bottom,3321,179080,222592
Sign Bottom,3322,68582,112645
Sign Bottom,3323,68111,82666
Sign Bottom,3324,79054,108161
Sign Bottom,3325,189027,200316
Sign Bottom,3326,109138,119429
Sign Bottom,3327,53420,71173
Sign Top,3328,52981,87626
Sign Top,3329,66500,91981
Sign Bottom,3330,14659,26858
Sign Top,3331,38659,47514
Sign Top,3332,10,19516
Sign Bottom,3333,18275,67673
Sign Top,3334,126790,176417
Sign Top,3335,127064,141047
Sign Top,3336,102000,109116
Sign Top,3337,17114,57356
Sign Top,3338,2000,17503
Sign Bottom,3339,20450,59176
Sign Top,3340,67026,70584
Sign Top,3341,962,10073
Sign Top,3342,130000,172733
Sign Bottom,3343,68101,103068
Sign Bottom,3344,106357,118477
Sign Top,3345,54275,92225
Sign Bottom,3346,77032,82503
Sign Top,3347,98415,114664
Sign Top,3348,71859,91660
Sign Top,3349,87200,136900
Sign Bottom,3350,4668,40539
Sign Bottom,3351,169106,170940
Sign Bottom,3352,267245,285925
Sign Bottom,3353,60622,92526
Sign Bottom,3354,26445,50702
Sign Top,3355,0,125
Sign Bottom,3356,10412,53717
Sign Bottom,3357,71391,114701
Sign Top,3358,118,6616
Sign Top,3359,150000,167884
Sign Bottom,3360,73091,104161
Sign Bottom,3361,129558,154385
Sign Top,3362,103191,119611
Sign Top,3363,312,49114
Sign Top,3364,6550,53004
Sign Top,3365,55435,86271
Sign Bottom,3366,3397,12366
Sign Bottom,3367,100449,132330
Sign Top,3368,70754,108981
Sign Bottom,3369,26248,64136
Sign Top,3370,109600,135399
Sign Bottom,3371,104521,113659
Sign Top,3372,46256,81508
Sign Bottom,3373,74674,122790
Sign Top,3374,56053,79381
Sign Bottom,3375,32557,74620
Sign Top,3376,52744,90970
Sign Top,3377,66620,113273
Sign Bottom,3378,74174,76541
Sign Bottom,3379,53372,77901
Sign Top,3380,0,13282
Sign Bottom,3381,199219,200960
Sign Bottom,3382,89068,96074
Sign Top,3383,4800,36296
Sign Top,3384,14600,17721
Sign Top,3385,154848,200094
Sign Top,3386,101999,111626
Sign Bottom,3387,85710,103714
Sign Top,3388,96926,134279
Sign Bottom,3389,92349,134699
Sign Bottom,3390,135173,156425
Sign Top,3391,47887,89573
Sign Top,3392,190000,195221
Sign Bottom,3393,197458,206290
Sign Top,3394,43411,61075
Sign Top,3395,18451,26629
Sign Top,3396,113000,154435
Sign Bottom,3397,42086,48080
Sign Bottom,3398,50086,87912
Sign Top,3399,24000,41038
Sign Top,3400,462,42110
Sign Bottom,3401,7553,18597
Sign Top,3402,56195,56706
Sign Top,3403,40975,77947
Sign Top,3404,46221,59778
Sign Top,3405,36500,55006
Sign Bottom,3406,55356,56061
Sign Top,3407,13983,26368
Sign Top,3408,78695,82809
Sign Bottom,3409,120597,169861
Sign Bottom,3410,10445,43176
Sign Top,3411,17405,35791
Sign Bottom,3412,43000,61827
Sign Bottom,3413,31771,76517
Sign Top,3414,24,8573
Sign Top,3415,185134,221819
Sign Top,3416,41,14107
Sign Bottom,3417,60578,103336
Sign Bottom,3418,20627,40949
Sign Top,3419,42491,46308
Sign Top,3420,54719,55476
Sign Bottom,3421,140122,144357
Sign Top,3422,83000,89472
Sign Top,3423,54187,79069
Sign Bottom,3424,15542,23042
Sign Top,3425,33000,67728
Sign Top,3426,35136,38588
Sign Bottom,3427,41279,49403
Sign Top,3428,39737,47131
Sign Top,3429,29596,60829
Sign Top,3430,200,20206
Sign Top,3431,30000,46908
Sign Top,3432,136,25824
Sign Bottom,3433,36348,46836
Sign Bottom,3434,161482,194436
Sign Top,3435,50487,57068
Sign Top,3436,22801,40956
Sign Top,3437,173217,193027
Sign Top,3438,17401,30039
Sign Bottom,3439,111356,117020
Sign Top,3440,85814,124711
Sign Top,3441,71253,106514
Sign Bottom,3442,82084,103536
Sign Bottom,3443,108779,109994
Sign Bottom,3444,19838,20208
Sign Bottom,3445,49428,93205
Sign Top,3446,10410,22146
Sign Bottom,3447,67712,88506
Sign Top,3448,45000,72999
Sign Bottom,3449,182053,219175
Sign Top,3450,4002,32561
Sign Top,3451,40801,86796
Sign Top,3452,37000,62015
Sign Top,3453,13399,50073
Sign Bottom,3454,145888,151976
Sign Top,3455,114000,134556
Sign Top,3456,648,48534
Sign Top,3457,40816,69733
Sign Bottom,3458,40635,43925
Sign Top,3459,33001,77182
Sign Bottom,3460,65322,70901
Sign Top,3461,90000,109291
Sign Top,3462,35928,53452
Sign Bottom,3463,53730,79421
Sign Bottom,3464,175485,216635
Sign Top,3465,76668,122778
Sign Top,3466,1000,44669
Sign Top,3467,19751,68172
Sign Bottom,3468,55943,66479
Sign Bottom,3469,18150,33461
Sign Bottom,3470,114297,148608
Sign Top,3471,175,29387
Sign Top,3472,58259,65090
Sign Bottom,3473,52000,56761
Sign Top,3474,55395,55413
Sign Top,3475,41707,65495
Sign Bottom,3476,11712,28645
Sign Top,3477,94117,141651
Sign Top,3478,84374,96653
Sign Bottom,3479,134000,156669
Sign Bottom,3480,193634,242310
Sign Top,3481,78197,123614
Sign Top,3482,85000,130149
Sign Bottom,3483,112662,158384
Sign Bottom,3484,61297,104640
Sign Bottom,3485,174980,222220
Sign Top,3486,20000,58639
Sign Top,3487,858,28358
Sign Top,3488,63526,85936
Sign Top,3489,64000,91479
Sign Bottom,3490,22098,28980
Sign Bottom,3491,23641,33769
Sign Top,3492,108030,156761
Sign Top,3493,177627,226771
Sign Bottom,3494,96199,130465
Sign Bottom,3495,100980,125406
Sign Top,3496,196888,240325
Sign Bottom,3497,61014,62196
Sign Bottom,3498,96618,110290
Sign Top,3499,130000,159639
Sign Bottom,3500,45160,65797
Sign Top,3501,290220,332112
Sign Top,3502,15662,26268
Sign Top,3503,52185,97339
Sign Top,3504,4800,16454
Sign Bottom,3505,92548,97876
Sign Top,3506,51895,57863
Sign Bottom,3507,129934,141043
Sign Top,3508,54100,70491
Sign Bottom,3509,41691,55520
Sign Bottom,3510,28985,69470
Sign Top,3511,538,6835
Sign Top,3512,56927,94211
Sign Bottom,3513,22887,39826
Sign Bottom,3514,75744,91762
Sign Bottom,3515,5157,33214
Sign Top,3516,51000,70916
Sign Top,3517,32250,62056
Sign Top,3518,606,21465
Sign Top,3519,91623,126779
Sign Top,3520,89867,91940
Sign Top,3521,81375,90069
Sign Top,3522,174771,192928
Sign Top,3523,75091,78399
Sign Bottom,3524,26635,62423
Sign Bottom,3525,13005,38441
Sign Top,3526,12000,51152
Sign Bottom,3527,19229,47928
Sign Top,3528,30000,62753
Sign Top,3529,72214,98299
Sign Top,3530,226940,241542
Sign Bottom,3531,59720,90939
Sign Top,3532,29742,61785
Sign Top,3533,31100,32303
Sign Top,3534,84025,125185
Sign Bottom,3535,46571,75444
Sign Bottom,3536,31660,54434
Sign Bottom,3537,136676,143932
Sign Top,3538,17693,44249
Sign Bottom,3539,24545,63821
Sign Bottom,3540,56882,80082
Sign Bottom,3541,102376,148438
Sign Top,3542,10,19621
Sign Bottom,3543,139291,188657
Sign Bottom,3544,3695,25604
Sign Bottom,3545,82752,92560
Sign Bottom,3546,67319,113550
Sign Top,3547,32648,59554
Sign Bottom,3548,15649,23526
Sign Top,3549,68711,70728
Sign Bottom,3550,43487,91987
Sign Top,3551,35350,66888
Sign Top,3552,760,26354
Sign Top,3553,135000,184352
Sign Top,3554,28700,51078
Sign Bottom,3555,202830,252131
Sign Bottom,3556,106322,117781
Sign Top,3557,98000,116281
Sign Top,3558,31669,73493
Sign Bottom,3559,32397,57896
Sign Bottom,3560,95612,140550
Sign Bottom,3561,137673,183293
Sign Bottom,3562,92465,100693
Sign Bottom,3563,60480,68326
Sign Bottom,3564,78802,106762
Sign Top,3565,41239,61337
Sign Top,3566,45378,90002
Sign Top,3567,113000,121497
Sign Top,3568,163000,193204
Sign Top,3569,0,27381
Sign Bottom,3570,122207,161390
Sign Bottom,3571,105534,123732
Sign Bottom,3572,53549,81387
Sign Bottom,3573,36732,68303
Sign Bottom,3574,1062,9249
Sign Top,3575,78388,102700
Sign Top,3576,97081,102868
Sign Top,3577,162176,189600
Sign Top,3578,108491,117656
Sign Bottom,3579,32093,39215
Sign Top,3580,678,6227
Sign Top,3581,276043,321584
Sign Top,3582,66603,71664
Sign Bottom,3583,108627,114970
Sign Top,3584,9,25762
Sign Bottom,3585,55248,87951
Sign Top,3586,82000,114707
Sign Bottom,3587,56491,94198
Sign Bottom,3588,162169,174057
Sign Bottom,3589,56362,56450
Sign Bottom,3590,87561,89672
Sign Bottom,3591,18678,22227
Sign Top,3592,22000,50582
Sign Top,3593,27519,39167
Sign Bottom,3594,226387,260152
Sign Bottom,3595,95241,134864
Sign Bottom,3596,112313,160983
Sign Bottom,3597,85749,119419
Sign Bottom,3598,33291,58576
Sign Bottom,3599,201421,239137
Sign Top,3600,52367,68470
Sign Bottom,3601,8641,45856
Sign Bottom,3602,108908,151054
Sign Top,3603,77000,110787
Sign Bottom,3604,11539,27097
Sign Bottom,3605,37766,85293
Sign Top,3606,30283,46284
Sign Bottom,3607,42199,74917
Sign Bottom,3608,76013,92567
Sign Bottom,3609,39920,42686
Sign Top,3610,577,24535
Sign Bottom,3611,91064,115619
Sign Bottom,3612,23408,42165
Sign Bottom,3613,40516,45294
Sign Top,3614,70277,114297
Sign Bottom,3615,160514,167197
Sign Top,3616,56312,84852
Sign Top,3617,33000,82160
Sign Bottom,3618,146302,154038
Sign Top,3619,734,32635
Sign Top,3620,105000,134151
Sign Top,3621,46507,58835
Sign Bottom,3622,94898,134117
Sign Bottom,3623,162660,204206
Sign Top,3624,150600,188493
Sign Bottom,3625,65624,66090
Sign Top,3626,88330,118593
Sign Bottom,3627,132964,176365
Sign Bottom,3628,31779,50109
Sign Bottom,3629,68356,115509
Sign Bottom,3630,131885,167260
Sign Top,3631,16000,25857
Sign Bottom,3632,23429,24744
Sign Bottom,3633,210055,256121
Sign Top,3634,0,32893
Sign Bottom,3635,137316,166880
Sign Top,3636,6246,22579
Sign Bottom,3637,22315,28848
Sign Top,3638,2899,46853
Sign Bottom,3639,2039,23944
Sign Bottom,3640,71172,109116
Sign Bottom,3641,14106,52364
Sign Top,3642,3843,53539
Sign Top,3643,127798,146987
Sign Top,3644,53547,62779
Sign Bottom,3645,58266,75561
Sign Top,3646,1584,42216
Sign Bottom,3647,41802,76740
Sign Top,3648,126825,176167
Sign Top,3649,24685,56814
Sign Bottom,3650,46538,48264
Sign Top,3651,36999,82770
Sign Bottom,3652,67514,99497
Sign Bottom,3653,117059,135283
Sign Bottom,3654,95757,120051
Sign Bottom,3655,74215,113545
Sign Top,3656,77394,109314
Sign Top,3657,67000,69719
Sign Top,3658,94043,100378
Sign Bottom,3659,45195,77875
Sign Top,3660,50000,86944
Sign Top,3661,497,46478
Sign Bottom,3662,16720,45301
Sign Bottom,3663,228913,260924
Sign Bottom,3664,78904,114967
Sign Bottom,3665,47269,83804
Sign Bottom,3666,2533,33348
Sign Bottom,3667,44012,48212
Sign Bottom,3668,25240,39253
Sign Bottom,3669,46209,63736
Sign Top,3670,12162,44050
Sign Top,3671,3995,33423
Sign Bottom,3672,105612,118588
Sign Bottom,3673,14857,32248
Sign Bottom,3674,27016,54896
Sign Top,3675,450,33209
Sign Bottom,3676,165000,169291
Sign Top,3677,39000,73837
Sign Top,3678,78000,123877
Sign Bottom,3679,36891,76880
Sign Top,3680,28332,52544
Sign Bottom,3681,83674,84215
Sign Top,3682,111471,133115
Sign Bottom,3683,158608,166810
Sign Top,3684,8000,19866
Sign Top,3685,3073,21196
Sign Bottom,3686,106429,146097
Sign Top,3687,9205,29552
Sign Bottom,3688,150000,181909
Sign Top,3689,37305,73190
Sign Top,3690,81333,121310
Sign Top,3691,9874,12630
Sign Top,3692,25262,66925
Sign Top,3693,3600,44170
Sign Bottom,3694,94884,104003
Sign Bottom,3695,80739,90034
Sign Bottom,3696,14228,34527
Sign Bottom,3697,83000,96002
Sign Top,3698,149887,163996
Sign Top,3699,47495,68872
Sign Bottom,3700,52565,71784
Sign Top,3701,55439,84591
Sign Top,3702,200,30970
Sign Bottom,3703,125124,156934
Sign Bottom,3704,18487,21933
Sign Top,3705,103694,129915
Sign Bottom,3706,43726,55931
Sign Bottom,3707,196500,200029
Sign Top,3708,43000,79327
Sign Bottom,3709,50174,61483
Sign Top,3710,55192,88767
Sign Top,3711,59980,64447
Sign Bottom,3712,68017,112266
Sign Top,3713,110462,114764
Sign Top,3714,31481,79057
Sign Top,3715,117000,156423
Sign Top,3716,92676,135562
Sign Bottom,3717,175511,222230
Sign Top,3718,43822,47206
Sign Top,3719,40000,76982
Sign Bottom,3720,55240,73530
Sign Bottom,3721,129583,168583
Sign Top,3722,24363,51001
Sign Bottom,3723,3462,19228
Sign Top,3724,65608,114391
Sign Top,3725,41099,51452
Sign Bottom,3726,95180,131608
Sign Bottom,3727,913,980
Sign Top,3728,170000,178960
Sign Top,3729,79341,129273
Sign Bottom,3730,126813,143214
Sign Bottom,3731,18347,60782
Sign Bottom,3732,60000,99246
Sign Bottom,3733,44863,54719
Sign Bottom,3734,62030,70761
Sign Top,3735,4184,21676
Sign Bottom,3736,49714,49862
Sign Bottom,3737,75774,115033
Sign Top,3738,90922,121053
Sign Bottom,3739,35234,38366
Sign Top,3740,22880,33773
Sign Bottom,3741,28218,73587
Sign Bottom,3742,1007,37823
Sign Top,3743,114193,135494
Sign Bottom,3744,9913,33706
Sign Top,3745,62826,78584
Sign Bottom,3746,60126,75711
Sign Top,3747,101691,132283
Sign Top,3748,21855,23851
Sign Top,3749,21925,61334
Sign Top,3750,138446,171715
Sign Bottom,3751,151035,172440
Sign Top,3752,50000,93880
Sign Bottom,3753,32000,37563
Sign Top,3754,58085,105076
Sign Bottom,3755,8497,14652
Sign Top,3756,89231,131122
Sign Top,3757,916,1665
Sign Bottom,3758,63818,93578
Sign Bottom,3759,23589,40021
Sign Top,3760,57793,98153
Sign Bottom,3761,154000,161101
Sign Bottom,3762,123000,153900
Sign Top,3763,92782,130824
Sign Bottom,3764,96721,131987
Sign Bottom,3765,61340,84723
Sign Top,3766,100077,124302
Sign Top,3767,4230,18787
Sign Top,3768,85000,113099
Sign Top,3769,135000,178410
Sign Top,3770,114914,138227
Sign Bottom,3771,70486,99090
Sign Top,3772,65716,91973
Sign Top,3773,111609,121025
Sign Bottom,3774,82912,88090
Sign Top,3775,89948,131659
Sign Top,3776,191473,215497
Sign Bottom,3777,100031,123178
Sign Bottom,3778,60995,105020
Sign Bottom,3779,359641,366574
Sign Bottom,3780,85000,107257
Sign Bottom,3781,93228,107409
Sign Bottom,3782,65985,88980
Sign Bottom,3783,133493,146945
Sign Top,3784,39500,53716
